Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return_Pct,Reason,Days_Held,TP_Price,SL_Price
2353,2023-05-05,2023-05-08,25.54,24.24,-0.0574,🔴 停損,1,27.42,24.36
2382,2023-05-08,2023-05-12,83.27,90.63,0.0809,🟢 停利,4,90.63,78.67
1101,2023-05-08,2023-05-12,36.46,34.67,-0.0556,🔴 停損,4,39.33,34.67
1519,2023-05-05,2023-05-19,79.4,98.6,0.2334,🟢 停利,10,98.6,67.4
2368,2023-05-08,2023-05-19,94.63,108.02,0.1337,🟢 停利,9,108.02,86.26
1504,2023-05-05,2023-05-22,40.62,45.54,0.1135,🟢 停利,11,45.54,37.54
2204,2023-05-05,2023-05-24,66.91,75.8,0.125,🟢 停利,13,75.8,61.36
3231,2023-05-05,2023-05-25,45.67,55.06,0.1974,🟢 停利,14,52.83,41.19
3443,2023-05-08,2023-05-25,1112.94,1310.08,0.1691,🟢 停利,13,1310.08,989.72
3037,2023-05-12,2023-05-25,144.15,163.68,0.1278,🟢 停利,9,163.68,131.93
2634,2023-05-05,2023-05-26,53.29,50.65,-0.0561,⚪ 時間到期,15,63.87,46.67
3017,2023-05-05,2023-05-26,169.9,199.4,0.1656,🟢 停利,15,199.4,151.46
2324,2023-05-12,2023-05-26,23.26,24.75,0.0566,🟢 停利,10,24.75,22.33
2382,2023-05-19,2023-05-26,96.68,109.99,0.1298,🟢 停利,5,107.31,90.04
2376,2023-05-22,2023-05-26,150.83,169.57,0.1166,🟢 停利,4,169.26,139.31
1519,2023-05-19,2023-05-29,95.95,116.45,0.2053,🟢 停利,6,116.45,83.14
3443,2023-05-25,2023-06-02,1296.02,1525.22,0.1688,🟢 停利,6,1512.61,1160.65
2376,2023-05-26,2023-06-02,169.74,191.31,0.1193,🟢 停利,5,191.31,156.26
3231,2023-05-26,2023-06-02,57.7,66.51,0.1448,🟢 停利,5,66.51,52.19
1519,2023-05-29,2023-06-05,109.54,133.6,0.2113,🟢 停利,5,133.6,94.51
2376,2023-06-02,2023-06-07,179.89,206.8,0.1417,🟢 停利,3,206.8,163.07
2368,2023-05-26,2023-06-09,119.84,135.05,0.1192,🟢 停利,10,135.05,110.34
2382,2023-05-26,2023-06-12,110.1,124.07,0.1192,🟢 停利,11,124.07,101.36
1519,2023-06-05,2023-06-12,130.33,113.63,-0.1341,🔴 停損,5,157.06,113.63
2376,2023-06-07,2023-06-12,192.8,225.52,0.1617,🟢 停利,3,225.52,172.36
3661,2023-05-24,2023-06-14,1518.81,1717.32,0.123,⚪ 時間到期,15,1787.14,1351.1
1504,2023-05-25,2023-06-15,46.02,48.65,0.0498,⚪ 時間到期,15,52.39,42.04
3037,2023-05-25,2023-06-15,162.22,172.71,0.0574,⚪ 時間到期,15,184.63,148.21
3017,2023-05-26,2023-06-15,193.62,226.6,0.1623,🟢 停利,14,226.6,173.01
2618,2023-06-02,2023-06-15,31.91,35.62,0.1086,🟢 停利,9,35.62,29.59
3231,2023-06-02,2023-06-16,65.44,76.43,0.16,🟢 停利,10,76.43,58.57
3017,2023-06-15,2023-06-30,217.82,254.38,0.1598,🟢 停利,9,254.38,194.97
3231,2023-06-16,2023-07-03,73.27,87.53,0.1864,🟢 停利,9,87.53,64.36
3017,2023-06-30,2023-07-03,238.64,280.22,0.1662,🟢 停利,1,280.22,212.64
2368,2023-06-09,2023-07-04,128.91,152.19,0.1725,🟢 停利,15,152.19,114.37
2382,2023-06-14,2023-07-04,129.53,152.14,0.1665,🟢 停利,12,152.14,115.4
2376,2023-06-12,2023-07-05,223.25,244.22,0.0865,⚪ 時間到期,15,262.23,198.88
1519,2023-06-12,2023-07-05,119.14,116.62,-0.0278,⚪ 時間到期,15,145.43,102.7
2383,2023-06-12,2023-07-05,222.74,258.91,0.1544,🟢 停利,15,258.91,200.13
3035,2023-07-04,2023-07-05,221.3,250.85,0.1258,🟢 停利,1,250.85,202.83
3231,2023-07-03,2023-07-06,86.27,102.86,0.1842,🟢 停利,3,102.86,75.9
2618,2023-06-15,2023-07-10,35.64,34.81,-0.0298,⚪ 時間到期,15,40.69,32.48
2356,2023-06-15,2023-07-10,39.47,40.24,0.0127,⚪ 時間到期,15,46.02,35.37
3443,2023-06-15,2023-07-10,1570.51,1568.94,-0.0078,⚪ 時間到期,15,1869.21,1383.82
6285,2023-07-10,2023-07-11,93.6,104.36,0.1073,🟢 停利,1,104.36,86.88
3231,2023-07-06,2023-07-12,94.03,112.13,0.1843,🟢 停利,4,112.13,82.72
2382,2023-07-04,2023-07-13,149.42,181.62,0.2072,🟢 停利,7,175.85,132.9
2376,2023-07-05,2023-07-13,249.08,299.21,0.1931,🟢 停利,6,299.21,217.74
2603,2023-07-05,2023-07-13,81.18,75.39,-0.0776,🔴 停損,6,90.43,75.39
6669,2023-07-10,2023-07-13,1380.32,1708.59,0.2294,🟢 停利,3,1673.59,1197.03
3035,2023-07-05,2023-07-14,245.35,278.48,0.1273,🟢 停利,7,278.48,224.64
2301,2023-07-05,2023-07-14,106.64,127.04,0.1831,🟢 停利,7,127.04,93.9
2356,2023-07-10,2023-07-14,41.23,50.36,0.213,🟢 停利,4,49.46,36.1
3231,2023-07-12,2023-07-14,111.52,133.53,0.1892,🟢 停利,2,133.53,97.76
2610,2023-07-13,2023-07-14,25.84,23.47,-0.0978,🔴 停損,1,29.63,23.47
3035,2023-07-14,2023-07-18,265.56,316.72,0.1845,🟢 停利,2,313.01,235.9
3017,2023-07-03,2023-07-21,272.03,317.39,0.1588,🟢 停利,14,317.39,243.69
2382,2023-07-13,2023-07-24,181.8,213.51,0.1664,🟢 停利,7,213.41,162.04
2383,2023-07-13,2023-07-24,284.35,329.61,0.1513,🟢 停利,7,329.61,256.06
3035,2023-07-18,2023-07-24,317.03,374.39,0.1728,🟢 停利,4,371.92,282.73
2356,2023-07-21,2023-07-25,56.88,68.69,0.1994,🟢 停利,2,68.69,49.49
3035,2023-07-24,2023-07-26,374.76,328.81,-0.1286,🔴 停損,2,448.29,328.81
1519,2023-07-14,2023-07-27,151.52,176.6,0.1576,🟢 停利,9,176.6,135.84
2301,2023-07-14,2023-07-31,124.12,152.2,0.2178,🟢 停利,11,148.26,109.03
2356,2023-07-25,2023-07-31,67.93,59.75,-0.1264,🔴 停損,4,81.02,59.75
3035,2023-07-26,2023-07-31,336.76,287.26,-0.1528,🔴 停損,3,415.96,287.26
6285,2023-07-11,2023-08-01,99.62,107.24,0.0692,⚪ 時間到期,15,111.37,92.27
2368,2023-07-14,2023-08-01,175.23,157.28,-0.1086,🔴 停損,12,203.94,157.28
2356,2023-07-31,2023-08-01,67.37,58.08,-0.1439,🔴 停損,1,82.24,58.08
6669,2023-07-13,2023-08-02,1710.3,1510.88,-0.1226,🔴 停損,14,2029.37,1510.88
2301,2023-07-31,2023-08-02,152.35,128.18,-0.1644,🔴 停損,2,191.02,128.18
3044,2023-08-01,2023-08-02,158.38,142.58,-0.1059,🔴 停損,1,183.66,142.58
3231,2023-07-14,2023-08-04,129.95,108.57,-0.1702,🔴 停損,14,155.29,114.11
3706,2023-07-24,2023-08-04,44.94,38.77,-0.1432,🔴 停損,8,54.81,38.77
2382,2023-07-24,2023-08-15,213.72,227.83,0.0587,⚪ 時間到期,15,256.98,186.69
1519,2023-07-27,2023-08-18,171.53,185.1,0.0717,⚪ 時間到期,15,203.25,151.71
2383,2023-07-31,2023-08-22,406.14,410.47,0.0037,⚪ 時間到期,15,485.77,356.37
2356,2023-08-01,2023-08-23,59.03,55.42,-0.0677,⚪ 時間到期,15,75.13,48.97
6285,2023-08-01,2023-08-23,104.22,113.49,0.0816,⚪ 時間到期,15,124.23,91.7
3044,2023-08-02,2023-08-23,149.58,177.11,0.1759,🟢 停利,14,177.11,132.38
2301,2023-08-02,2023-08-24,138.91,137.55,-0.0165,⚪ 時間到期,15,181.52,112.27
3035,2023-08-02,2023-08-24,296.35,320.08,0.0727,⚪ 時間到期,15,388.43,238.79
3706,2023-08-04,2023-08-25,39.35,36.63,-0.0755,⚪ 時間到期,15,50.85,32.17
3231,2023-08-04,2023-08-25,108.68,104.8,-0.0423,⚪ 時間到期,15,152.47,81.31
1519,2023-08-18,2023-09-01,195.0,252.11,0.2841,🟢 停利,10,252.11,159.3
2382,2023-08-15,2023-09-05,231.3,226.45,-0.0277,⚪ 時間到期,15,302.28,186.93
2357,2023-08-24,2023-09-05,373.32,331.56,-0.1179,🔴 停損,8,440.15,331.56
2383,2023-08-22,2023-09-12,410.41,416.02,0.0067,⚪ 時間到期,15,512.58,346.55
3044,2023-08-23,2023-09-13,168.11,187.83,0.1097,⚪ 時間到期,15,214.09,139.36
2345,2023-08-23,2023-09-13,450.45,439.36,-0.0313,⚪ 時間到期,15,538.19,395.61
6285,2023-08-23,2023-09-13,110.48,125.11,0.1247,⚪ 時間到期,15,130.58,97.91
2368,2023-08-24,2023-09-14,209.13,190.32,-0.0962,⚪ 時間到期,15,252.34,182.12
1519,2023-09-01,2023-09-14,250.83,210.06,-0.1683,🔴 停損,9,316.06,210.06
