,Score
1303,4.0
6446,3.933333333333333
2634,3.8499999999999996
1301,3.783333333333333
1326,3.7666666666666666
2303,3.65
3711,3.5333333333333337
2887,3.4666666666666663
2890,3.3166666666666664
2458,3.25
2883,3.216666666666667
2377,3.2
6770,3.166666666666667
2449,3.05
2618,2.883333333333333
3706,2.7500000000000004
2408,2.7333333333333334
2330,2.7
2886,2.683333333333333
2301,2.6666666666666665
2404,2.6333333333333333
6669,2.633333333333333
2884,2.5500000000000003
3481,2.5
2885,2.4166666666666665
2603,2.3333333333333335
3035,2.183333333333333
2382,2.183333333333333
2881,1.916666666666667
2376,1.916666666666667
2412,1.9166666666666667
2324,1.9166666666666665
4904,1.8
2379,1.7833333333333337
3045,1.7833333333333332
6285,1.6833333333333333
2357,1.6333333333333333
2383,1.6
3034,1.55
6239,1.3166666666666667
2891,1.3166666666666667
2882,1.2833333333333334
3231,1.2666666666666666
2356,1.25
6116,1.2
2345,1.1166666666666667
3017,1.1166666666666665
2344,1.1
2317,1.0166666666666666
3037,0.8833333333333333
2360,0.7833333333333333
2327,0.7666666666666667
2308,0.6666666666666666
2454,0.5
3036,0.4833333333333333
3661,0.45
3443,0.35
6415,0.35
3044,0.18333333333333335
2368,0.06666666666666667
