,Score
2615,4.0
1303,3.8999999999999995
6505,3.8833333333333333
2884,3.65
1326,3.6499999999999995
2887,3.6166666666666667
3017,3.566666666666667
2883,3.4833333333333334
1301,3.466666666666667
3443,3.4333333333333336
6669,3.2833333333333337
2454,3.2666666666666666
2881,3.2666666666666666
2357,3.2
2301,3.1166666666666663
2892,3.0
2609,2.783333333333333
2882,2.7166666666666663
2408,2.683333333333333
2303,2.666666666666667
2603,2.65
2360,2.533333333333333
2834,2.5166666666666666
2368,2.5
2886,2.4000000000000004
2885,2.3
3044,2.283333333333333
2634,2.25
2382,1.9333333333333336
1519,1.9333333333333331
2344,1.9
3711,1.7833333333333332
2449,1.7500000000000002
3034,1.7166666666666668
2330,1.6500000000000001
1101,1.65
3231,1.5499999999999998
4938,1.5333333333333332
2891,1.3833333333333335
2308,1.366666666666667
3037,1.3666666666666667
6770,1.3333333333333333
2377,1.2833333333333332
2395,1.2666666666666666
6239,1.2499999999999998
2324,1.1833333333333333
3481,1.0833333333333333
3661,1.0
6446,0.9166666666666667
2379,0.7833333333333333
2383,0.7666666666666666
2376,0.6166666666666667
2317,0.6166666666666667
2404,0.5499999999999999
2327,0.5166666666666667
2356,0.4833333333333334
6415,0.23333333333333334
2345,0.21666666666666667
3036,0.21666666666666667
3533,0.1
