Date,Equity
2023-06-27,196019.13316363315
2023-06-28,195418.07883917823
2023-06-29,198002.2471793949
2023-06-30,202539.63689948103
2023-07-03,208609.9871261822
2023-07-04,217679.02537402706
2023-07-05,213656.67283861668
2023-07-06,212299.57037295922
2023-07-07,210392.83742840693
2023-07-10,212682.22507979977
2023-07-11,221253.77169686367
2023-07-12,230848.7996759761
2023-07-13,234364.39234305406
2023-07-14,243524.45502321408
2023-07-17,247215.2305983265
2023-07-18,242235.84538145413
2023-07-19,233932.19482940505
2023-07-20,240528.98713451021
2023-07-21,253470.06374802385
2023-07-24,259709.58270029683
2023-07-25,254569.13652578092
2023-07-26,252475.2773000245
2023-07-27,252981.16830535352
2023-07-28,258195.1136024705
2023-07-31,245784.256466974
2023-08-01,237808.20388751046
2023-08-02,218242.0840626388
2023-08-04,219248.77341114948
2023-08-07,231422.953186808
2023-08-08,230460.60337521994
2023-08-09,229471.65856832778
2023-08-10,216504.90744727186
2023-08-11,219108.9811337067
2023-08-14,214588.52113371677
2023-08-15,218047.3752016827
2023-08-16,221758.16727844375
2023-08-17,223507.31334195993
2023-08-18,220067.5587216118
2023-08-21,219955.3767354591
2023-08-22,222185.14861954452
2023-08-23,223768.93179066028
2023-08-24,225801.17756003555
2023-08-25,223765.8807606189
2023-08-28,222648.44145873497
2023-08-29,222217.77422852186
2023-08-30,222023.17672946118
2023-08-31,222690.20965477216
2023-09-01,221995.62510552705
2023-09-04,222396.4671899562
2023-09-05,223049.5179923358
2023-09-06,224244.0773562199
2023-09-07,224296.56879149406
2023-09-08,224195.26764727195
2023-09-11,222644.33378860142
2023-09-12,222200.3947885226
2023-09-13,222360.18215288827
2023-09-14,222985.6216713196
2023-09-15,222413.06815576574
2023-09-18,220815.74885822696
2023-09-19,220036.503302831
2023-09-20,218235.26321886946
2023-09-21,215037.36146222285
2023-09-22,214533.88473057232
2023-09-25,215335.6739249538
2023-09-26,215951.72711158512
2023-09-27,217775.02988351425
2023-09-28,217999.8257340675
2023-10-02,216826.71370293092
2023-10-03,216897.16793814188
2023-10-04,217393.28596415973
2023-10-05,218752.08865784627
2023-10-06,220036.39980249244
2023-10-11,219222.61684960665
2023-10-12,218348.8936233985
2023-10-13,218686.24948204812
2023-10-16,218560.08605369652
2023-10-17,216844.64870354446
2023-10-18,213715.8014121293
2023-10-19,213981.98274293132
2023-10-20,212674.7367034908
2023-10-23,210537.25615779118
2023-10-24,210059.9425272282
2023-10-25,210036.5094064043
2023-10-26,208712.75653953958
2023-10-27,208257.16648027478
2023-10-30,209508.57665090507
2023-10-31,208607.11605414067
2023-11-01,208881.12029793643
2023-11-02,209940.17252985842
2023-11-03,210319.04759860478
2023-11-06,211663.58220280736
2023-11-07,212731.23466860832
2023-11-08,213902.20033516342
2023-11-09,214129.81363443471
2023-11-10,211075.78413817982
2023-11-13,210978.35015272454
2023-11-14,211900.9874721623
2023-11-15,211006.91319154264
2023-11-16,210713.0389135875
2023-11-17,212454.44206387762
2023-11-20,211996.9974510551
2023-11-21,212256.60254567198
2023-11-22,212039.6618498595
2023-11-23,210484.25929701608
2023-11-24,209874.8758350587
2023-11-27,206855.96092520596
2023-11-28,210554.9136239689
2023-11-29,212177.88335666712
2023-11-30,212505.50088792277
2023-12-01,212644.99484224437
2023-12-04,212999.37843904586
2023-12-05,214248.215582635
2023-12-06,211685.68833469567
2023-12-07,212110.80712650376
2023-12-08,216067.4393729659
2023-12-11,211332.4573827247
2023-12-12,214545.13635384702
2023-12-13,215073.40212906437
2023-12-14,216603.12696050885
2023-12-15,215364.1719570431
2023-12-18,215250.5697512416
2023-12-19,212576.05425026742
2023-12-20,213539.54626393525
2023-12-21,216025.7913852611
2023-12-22,216525.94479837472
2023-12-25,214767.8780764611
2023-12-26,217881.1185033198
2023-12-27,220821.7663255374
2023-12-28,219587.2612468105
2023-12-29,218210.05812944847
2024-01-02,216735.40397279998
2024-01-03,212781.9273835188
2024-01-04,213114.22836223626
2024-01-05,213340.82436300788
2024-01-08,212804.07014157437
2024-01-09,210365.18223005856
2024-01-10,208581.5097154099
2024-01-11,208711.80449270128
2024-01-12,208095.8961451035
2024-01-15,207293.69171010432
2024-01-16,208209.01048714298
2024-01-17,208265.80185496423
2024-01-18,208668.33920929552
2024-01-19,209760.8406388251
2024-01-22,213241.0037577168
2024-01-23,214700.54046380118
2024-01-24,213466.06973679867
2024-01-25,213339.16060281746
2024-01-26,211330.8117066129
2024-01-29,212795.0265587527
2024-01-30,215157.663418105
2024-01-31,214260.93867730018
2024-02-01,218977.54467768836
2024-02-02,223046.06032265496
2024-02-05,224363.00045300485
2024-02-15,231686.33312503053
2024-02-16,228703.56625246615
2024-02-19,222488.74731188786
2024-02-20,220397.65313365005
2024-02-21,219270.38400012895
2024-02-22,221453.1548794886
2024-02-23,222996.69691508086
2024-02-26,223026.7157698541
2024-02-27,217930.97532013815
2024-02-29,221284.62837268223
2024-03-01,220195.13466602715
2024-03-04,223130.55052903944
2024-03-05,227542.66180674994
2024-03-06,233008.87727015198
2024-03-07,229170.46656002072
2024-03-08,220197.6533445144
2024-03-11,220637.00733603173
2024-03-12,224298.1585411454
2024-03-13,226039.86670329966
2024-03-14,216515.22728345232
2024-03-15,217277.5542491807
2024-03-18,224458.90387253225
2024-03-19,222970.65821190696
2024-03-20,221070.0583826463
2024-03-21,223809.91661726253
2024-03-22,222102.79942447713
2024-03-25,223590.13993699942
2024-03-26,218866.0622364776
2024-03-27,218689.2742447816
2024-03-28,216982.9061021579
2024-03-29,216507.68433018104
2024-04-01,215375.4728752827
2024-04-02,220395.86362257632
2024-04-03,221430.62754104187
2024-04-08,220660.45613907202
2024-04-09,224003.3225520196
2024-04-10,221981.84118004044
2024-04-11,219381.76563398165
2024-04-12,223792.50236635696
2024-04-15,218338.4887554635
2024-04-16,208420.30460793735
2024-04-17,217296.40357894797
2024-04-18,219514.35655054904
2024-04-19,210001.18705418523
2024-04-22,202462.9996699957
2024-04-23,202265.2990106616
2024-04-24,205631.95174603682
2024-04-25,204441.34094485414
2024-04-26,206208.10951860016
2024-04-29,206922.7200440384
