Date,Equity
2023-08-31,200234.0338050486
2023-09-01,198330.1345992813
2023-09-04,199369.66390111356
2023-09-05,199732.0959711361
2023-09-06,201363.4835958931
2023-09-07,201020.2954252677
2023-09-08,200654.29175676074
2023-09-11,198792.66670041496
2023-09-12,198841.34440112163
2023-09-13,199479.71788225853
2023-09-14,200818.14759424815
2023-09-15,200726.79872463163
2023-09-18,200141.6090556851
2023-09-19,200476.99720454268
2023-09-20,197529.28477637708
2023-09-21,194886.68599248916
2023-09-22,194932.3696448219
2023-09-25,195509.6522650628
2023-09-26,194951.32011490452
2023-09-27,195737.04860595273
2023-09-28,195470.28252192392
2023-10-02,195220.8630645784
2023-10-03,194907.4614854846
2023-10-04,194734.46564911673
2023-10-05,194778.9239638069
2023-10-06,194854.618790941
2023-10-11,194870.6291253721
2023-10-12,194694.96448692883
2023-10-13,195230.2094915789
2023-10-16,194975.7957079243
2023-10-17,193685.3470801316
2023-10-18,190899.53958560782
2023-10-19,191389.48285624204
2023-10-20,190913.89372022953
2023-10-23,189105.14265752316
2023-10-24,188708.05369516546
2023-10-25,188575.05620951334
2023-10-26,187528.99052124374
2023-10-27,187227.68463975223
2023-10-30,188205.05058093744
2023-10-31,187432.04030108088
2023-11-01,187741.32913823455
2023-11-02,188628.46338552848
2023-11-03,188643.8397393542
2023-11-06,189850.826841504
2023-11-07,191312.75831605116
2023-11-08,192444.5269337181
2023-11-09,192920.22663009894
2023-11-10,190268.60385811675
2023-11-13,190152.74513106616
2023-11-14,191050.47699869625
2023-11-15,190405.01023267867
2023-11-16,189939.45242114528
2023-11-17,191621.4489870172
2023-11-20,191162.00395036952
2023-11-21,191641.8011281679
2023-11-22,191724.43133894916
2023-11-23,189975.8425836772
2023-11-24,188959.00463717847
2023-11-27,185559.40719282796
2023-11-28,189298.33151810215
2023-11-29,191286.53810390295
2023-11-30,192128.63135123655
2023-12-01,192561.09164789127
2023-12-04,193393.49963189894
2023-12-05,194183.5830074655
2023-12-06,195582.5659447196
2023-12-07,196756.1329570832
2023-12-08,202498.30355190075
2023-12-11,196142.2233489343
2023-12-12,197165.53072022693
2023-12-13,198576.9649684747
2023-12-14,199744.59014029067
2023-12-15,197806.05314626897
2023-12-18,197608.12168348083
2023-12-19,193744.83202847556
2023-12-20,195701.15489706892
2023-12-21,197181.00920898304
2023-12-22,197079.5433741312
2023-12-25,194862.82637725907
2023-12-26,197343.41648347347
2023-12-27,200525.04469221467
2023-12-28,199524.8390355592
2023-12-29,198201.96384582284
2024-01-02,197499.48855786977
2024-01-03,194168.89447280663
2024-01-04,195383.11029468468
2024-01-05,195633.85939757913
2024-01-08,194745.33771894517
2024-01-09,190388.4336632085
2024-01-10,188754.58876109094
2024-01-11,189238.88157188788
2024-01-12,188543.0782816059
2024-01-15,188450.7989298666
2024-01-16,189356.24107874828
2024-01-17,189627.24207542543
2024-01-18,189863.8391325178
2024-01-19,190774.49465437373
2024-01-22,193351.21233034245
2024-01-23,194461.80663721033
2024-01-24,193352.55833267598
2024-01-25,193265.8062084814
2024-01-26,191401.6144593431
2024-01-29,192783.77210040417
2024-01-30,194842.42287877842
2024-01-31,194259.44096397443
2024-02-01,199331.61542930547
2024-02-02,202136.088999388
2024-02-05,202558.32576183113
2024-02-15,207042.30080330046
2024-02-16,205017.8660788018
2024-02-19,200367.27587298313
2024-02-20,198945.5402821703
2024-02-21,198358.81806283342
2024-02-22,199694.9575218385
2024-02-23,201335.17199733728
2024-02-26,200803.93027216176
2024-02-27,198179.54188764017
2024-02-29,201218.11975914866
2024-03-01,200212.03483887445
2024-03-04,202874.98834852054
2024-03-05,206857.38896165777
2024-03-06,211785.99796704462
2024-03-07,208361.63659532426
2024-03-08,200510.5598164234
2024-03-11,200564.36198346806
2024-03-12,204346.8619127451
2024-03-13,206418.4415981679
2024-03-14,197727.18246992741
2024-03-15,198426.1814739101
2024-03-18,204990.71322372096
2024-03-19,203632.3571861256
2024-03-20,201895.80423571245
2024-03-21,202056.21190082948
2024-03-22,200349.58911584492
2024-03-25,201866.91914546007
2024-03-26,197614.8437464468
2024-03-27,197419.20171472317
2024-03-28,195549.0587565912
2024-03-29,195126.1836391385
2024-04-01,193863.7555682226
2024-04-02,198112.59743487064
2024-04-03,199163.65456205275
2024-04-08,198708.82950495707
2024-04-09,203066.64375583042
2024-04-10,201055.64604854537
2024-04-11,199248.85295717308
2024-04-12,203464.54112497246
2024-04-15,198548.84441324137
2024-04-16,189356.2550567789
2024-04-17,197449.20684943997
2024-04-18,200298.05900629106
2024-04-19,191136.16624999134
2024-04-22,184716.0563433496
2024-04-23,184951.9032804124
2024-04-24,187795.82368751243
2024-04-25,186744.49758556334
2024-04-26,188467.2585218846
2024-04-29,189167.64605505107
2024-04-30,188035.55128254634
2024-05-02,187106.22835583764
2024-05-03,186490.9082158924
2024-05-06,186152.03441082375
2024-05-07,186439.53435652514
2024-05-08,185571.01155077617
2024-05-09,184734.71339084007
2024-05-10,185753.63969335463
2024-05-13,185768.2588206974
2024-05-14,185551.25329145096
2024-05-15,186528.73794111583
2024-05-16,192297.28531012646
2024-05-17,189262.07617260137
2024-05-20,187703.5138437068
2024-05-21,184951.44488672735
2024-05-22,186385.56116474202
2024-05-23,186673.02208928776
2024-05-24,190057.36370362432
2024-05-27,195799.695004375
2024-05-28,199408.97000701408
2024-05-29,196319.9083755049
2024-05-30,194465.91701679095
2024-05-31,188063.02407409556
2024-06-03,188928.3515927911
2024-06-04,186498.96775716438
2024-06-05,189297.5698224468
2024-06-06,189314.47058198677
2024-06-07,191863.27379848927
2024-06-11,181625.17611484928
2024-06-12,179178.17184128464
2024-06-13,183192.22135195203
2024-06-14,186277.04281590797
2024-06-17,184554.7826170267
2024-06-18,186646.58131915203
2024-06-19,186560.9424956414
2024-06-20,189305.31560763344
2024-06-21,188642.3215690107
2024-06-24,185222.66527461505
2024-06-25,185934.20116765483
2024-06-26,186532.25749507223
2024-06-27,187380.71465296845
2024-06-28,188210.4184096566
2024-07-01,188143.62376742714
2024-07-02,186266.49529647495
2024-07-03,188072.75126450567
2024-07-04,189111.56049894556
2024-07-05,188444.82726837814
2024-07-08,192387.10470199276
2024-07-09,193448.24515062646
2024-07-10,195909.91095191624
2024-07-11,198159.01187833003
2024-07-12,191744.81319677905
2024-07-15,192784.90607455582
2024-07-16,192415.0879798233
2024-07-17,192914.6111993523
2024-07-18,187028.58814848345
2024-07-19,182588.2362966581
2024-07-22,174009.47580185544
2024-07-23,175638.93555185315
2024-07-26,174465.7810612022
2024-07-29,173100.632366864
2024-07-30,173826.35143585602
2024-07-31,173741.295973002
2024-08-01,174658.77855818486
2024-08-02,172117.63755617465
2024-08-05,168711.77147346752
2024-08-06,168818.0324347796
2024-08-07,168989.8122914131
2024-08-08,168747.1058069916
2024-08-09,169068.77923492758
2024-08-12,169295.1615262311
2024-08-13,169345.23559432314
2024-08-14,169259.42449172772
2024-08-15,170145.42921496308
2024-08-16,170207.2590976764
2024-08-19,170003.58144531836
2024-08-20,170337.4711442425
2024-08-21,170299.42954246563
2024-08-22,170272.83050824568
2024-08-23,170032.6274073135
2024-08-26,169582.6067583674
2024-08-27,169036.4249460892
2024-08-28,169516.48705724083
