,Score
2615,3.9333333333333336
2884,3.933333333333333
2883,3.8166666666666664
6505,3.733333333333333
2892,3.65
1303,3.5
3443,3.45
1326,3.4333333333333336
2887,3.4
2609,3.4
2881,3.3833333333333333
2303,3.216666666666667
2454,3.1333333333333337
2886,3.033333333333333
2834,3.0000000000000004
6669,2.9666666666666663
3017,2.916666666666667
2882,2.9166666666666665
2603,2.8499999999999996
1301,2.8166666666666664
2301,2.7
3034,2.6166666666666663
3044,2.5166666666666666
2885,2.5
2412,2.2333333333333334
2449,2.216666666666667
2395,2.1166666666666667
2891,2.0500000000000003
2382,2.033333333333333
1101,1.9333333333333333
1519,1.8833333333333333
2368,1.85
2330,1.7666666666666666
2379,1.7500000000000002
2408,1.7333333333333334
3231,1.7333333333333332
2377,1.7166666666666668
3711,1.6666666666666665
2357,1.5666666666666669
3037,1.4999999999999998
2360,1.45
6239,1.4166666666666667
2317,1.2833333333333332
2344,1.0833333333333333
3481,1.05
6770,1.0333333333333334
2634,1.0166666666666668
2376,0.95
3036,0.8333333333333333
3533,0.8166666666666667
2324,0.75
2356,0.6833333333333333
2383,0.6666666666666667
2404,0.6333333333333333
6446,0.45
3661,0.4
2327,0.36666666666666664
2308,0.31666666666666665
6415,0.13333333333333333
2345,0.1
