,Score
2327,4.0
3481,3.8999999999999995
2454,3.8833333333333333
2303,3.783333333333333
3149,3.55
6239,3.5333333333333337
6415,3.466666666666667
3036,3.433333333333333
6285,3.3666666666666663
2356,3.2500000000000004
2395,3.216666666666667
2344,3.2
2408,3.1166666666666667
3443,3.1166666666666663
2301,3.0333333333333337
2360,2.933333333333333
6446,2.916666666666667
2377,2.9166666666666665
3037,2.8333333333333335
3711,2.7666666666666666
2383,2.75
2404,2.5833333333333335
1605,2.5
6770,2.433333333333333
6669,2.4
2345,2.3666666666666667
2376,2.35
2357,2.333333333333333
3035,2.25
3661,2.15
2317,1.9666666666666668
3034,1.9333333333333333
2308,1.8833333333333335
1504,1.7833333333333337
2324,1.7833333333333334
2885,1.6666666666666667
2881,1.5166666666666666
2882,1.4500000000000002
2379,1.4
2891,1.3499999999999999
3706,1.2833333333333332
2330,1.2333333333333334
2368,1.2166666666666668
3044,1.2
2883,1.15
3231,1.1166666666666667
2603,1.1166666666666667
3533,1.0666666666666667
2618,0.9
1303,0.7166666666666666
2412,0.6166666666666667
1216,0.5499999999999999
3045,0.5333333333333333
2382,0.5333333333333333
3017,0.45
2892,0.3666666666666667
2887,0.3333333333333333
2884,0.23333333333333334
1519,0.16666666666666669
1326,0.15000000000000002
