Date,Equity
2022-08-16,199928.80492864424
2022-08-17,200334.585591702
2022-08-18,202238.6538888054
2022-08-19,202043.60090546738
2022-08-22,200514.89763406775
2022-08-23,198978.95757140132
2022-08-24,199930.17765513516
2022-08-25,204822.51692063262
2022-08-26,203544.70169228278
2022-08-29,201713.81644266105
2022-08-30,203590.9537169903
2022-08-31,205178.45334336642
2022-09-01,201600.71028928855
2022-09-02,203696.74899398748
2022-09-05,202958.0790969366
2022-09-06,201210.25213933483
2022-09-07,200717.7042111272
2022-09-08,202509.2254167001
2022-09-12,205815.16211021921
2022-09-13,206137.8473577759
2022-09-14,205990.04941422562
2022-09-15,206876.62174827588
2022-09-16,205623.45871956358
2022-09-19,205478.0308562015
2022-09-20,205593.95090488967
2022-09-21,204074.7118446107
2022-09-22,204575.66719662637
2022-09-23,202910.32767965764
2022-09-26,200048.87901271076
2022-09-27,200643.85016893124
2022-09-28,196992.27081494252
2022-09-29,197119.0048949774
2022-09-30,196877.76386944222
2022-10-03,195743.38659588285
2022-10-04,197046.05127622894
2022-10-05,196830.20175402382
2022-10-06,197586.6818502304
2022-10-07,196912.74647251077
2022-10-11,193781.188698009
2022-10-12,192996.62914158436
2022-10-13,191659.18755824177
2022-10-14,192321.50935413392
2022-10-17,191602.04164893567
2022-10-18,191192.76417220815
2022-10-19,191092.7709653518
2022-10-20,191388.28163611208
2022-10-21,190234.2710615684
2022-10-24,190006.04114535346
2022-10-25,188856.77622297444
2022-10-26,188792.08457174248
2022-10-27,189931.30502476115
2022-10-28,189454.90221906995
2022-10-31,189850.93862654915
2022-11-01,190191.31520105785
2022-11-02,190714.969912462
2022-11-03,190777.99650891073
2022-11-04,189834.62148762838
2022-11-07,190451.02365238895
2022-11-08,190991.49366043461
2022-11-09,194015.20320091431
2022-11-10,192975.66586314008
2022-11-11,196616.20436098645
2022-11-14,197478.0948273564
2022-11-15,198672.8683395167
2022-11-16,200374.73706215748
2022-11-17,200676.9851437698
2022-11-18,202291.02608135933
2022-11-21,202239.29993002984
2022-11-22,200134.94483065273
2022-11-23,202639.529559316
2022-11-24,205621.00579896508
2022-11-25,205193.67407235748
2022-11-28,205888.6550134564
2022-11-29,205892.87998248756
2022-11-30,210902.89522860828
2022-12-01,213452.0704877964
2022-12-02,216209.95632183226
2022-12-05,216848.63783343378
2022-12-06,213691.99838255925
2022-12-07,208383.06395446172
2022-12-08,207771.47438386196
2022-12-09,212449.48606960356
2022-12-12,210889.93460953675
2022-12-13,207333.45900425618
2022-12-14,212244.8511643225
2022-12-15,212331.36701247498
2022-12-16,209123.8699330165
2022-12-19,207617.31129070758
2022-12-20,199919.44557872892
2022-12-21,202644.7130374012
2022-12-22,204829.82925427242
2022-12-23,204820.10258897513
2022-12-26,201784.02022117793
2022-12-27,201415.954491863
2022-12-28,199699.51645756376
2022-12-29,199738.5640910546
