Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return_Pct,Reason,Days_Held,TP_Price,SL_Price
3017,2023-06-27,2023-07-03,238.39,279.69,0.164,🟢 停利,4,279.69,212.58
3231,2023-06-27,2023-07-04,74.91,92.07,0.2194,🟢 停利,5,90.82,64.97
2382,2023-06-27,2023-07-04,130.58,155.63,0.1825,🟢 停利,5,155.63,114.93
2376,2023-06-27,2023-07-12,221.62,268.44,0.2018,🟢 停利,11,268.44,192.36
3231,2023-07-04,2023-07-12,92.26,111.41,0.1981,🟢 停利,6,109.18,81.68
2356,2023-06-27,2023-07-13,39.82,47.64,0.187,🟢 停利,12,47.64,34.93
3706,2023-06-28,2023-07-13,31.43,37.25,0.176,🟢 停利,11,36.62,28.18
2382,2023-07-04,2023-07-13,149.57,181.62,0.2048,🟢 停利,7,176.0,133.05
2360,2023-06-27,2023-07-14,227.8,267.31,0.1643,🟢 停利,13,267.31,203.11
1519,2023-06-28,2023-07-14,125.66,153.3,0.2104,🟢 停利,12,153.3,108.39
3231,2023-07-12,2023-07-14,111.63,133.64,0.1878,🟢 停利,2,133.64,97.87
2610,2023-06-27,2023-07-17,25.41,23.28,-0.091,🔴 停損,14,28.82,23.28
3035,2023-07-12,2023-07-17,252.34,297.1,0.1682,🟢 停利,3,297.1,224.36
2356,2023-07-13,2023-07-17,45.87,54.43,0.1775,🟢 停利,2,54.43,40.51
2618,2023-06-28,2023-07-19,35.32,31.71,-0.1094,🔴 停損,15,41.11,31.71
2356,2023-07-17,2023-07-19,54.31,64.59,0.18,🟢 停利,2,63.33,48.67
2356,2023-07-19,2023-07-20,64.72,58.39,-0.1048,🔴 停損,1,74.84,58.39
3017,2023-07-03,2023-07-21,272.31,317.66,0.1574,🟢 停利,14,317.66,243.96
3035,2023-07-17,2023-07-21,293.75,345.46,0.1668,🟢 停利,4,345.46,261.44
6285,2023-07-19,2023-07-21,105.66,94.87,-0.1092,🔴 停損,2,122.93,94.87
2382,2023-07-13,2023-07-24,181.98,213.59,0.1645,🟢 停利,7,213.59,162.23
2301,2023-07-14,2023-07-31,124.24,152.2,0.2154,🟢 停利,11,148.38,109.16
1519,2023-07-17,2023-07-31,164.08,191.0,0.1549,🟢 停利,10,191.0,147.25
2368,2023-07-14,2023-08-01,175.4,157.46,-0.1093,🔴 停損,12,204.12,157.46
6669,2023-07-13,2023-08-02,1712.01,1512.58,-0.1234,🔴 停損,14,2031.08,1512.58
3035,2023-07-21,2023-08-02,325.54,283.66,-0.1354,🔴 停損,8,392.53,283.66
1519,2023-07-31,2023-08-02,190.33,168.68,-0.1207,🔴 停損,2,224.98,168.68
3044,2023-08-01,2023-08-02,158.54,142.74,-0.1067,🔴 停損,1,183.82,142.74
3231,2023-07-14,2023-08-04,130.08,108.57,-0.1718,🔴 停損,14,155.42,114.24
2356,2023-07-20,2023-08-04,58.62,51.42,-0.1297,🔴 停損,10,70.14,51.42
3706,2023-07-21,2023-08-14,39.88,37.6,-0.0645,⚪ 時間到期,15,49.15,34.08
6285,2023-07-21,2023-08-14,95.36,105.45,0.0971,⚪ 時間到期,15,114.15,83.62
2382,2023-07-24,2023-08-15,213.93,227.83,0.0566,⚪ 時間到期,15,257.19,186.9
