,Score
2615,3.966666666666667
1303,3.9499999999999997
2884,3.8833333333333333
2887,3.7166666666666663
3443,3.7
1326,3.633333333333333
3017,3.583333333333333
2883,3.566666666666667
6669,3.5
2454,3.3833333333333333
2881,3.216666666666667
2357,3.2
1301,3.1833333333333336
2892,3.1500000000000004
6505,3.0666666666666664
2882,3.016666666666667
2301,2.8833333333333333
2609,2.6999999999999997
2408,2.6500000000000004
2368,2.55
2360,2.533333333333333
3044,2.533333333333333
2303,2.4
2885,2.3666666666666667
2886,2.2333333333333334
6770,2.2166666666666663
2324,2.1833333333333336
2449,2.1833333333333336
2603,2.166666666666667
2344,2.1500000000000004
2634,2.0666666666666664
1519,1.9166666666666665
4938,1.8
2330,1.7166666666666668
3661,1.7
2395,1.6833333333333331
2377,1.6333333333333333
2382,1.6166666666666667
2891,1.5500000000000003
2412,1.5166666666666668
2376,1.5166666666666666
3231,1.35
3034,1.2833333333333332
6446,1.2
1101,1.1833333333333333
2308,1.1833333333333333
2356,1.0
3711,0.9666666666666667
2383,0.8333333333333333
6239,0.7833333333333333
3037,0.7166666666666666
2317,0.7
3481,0.6833333333333335
2379,0.5
2404,0.35
2327,0.3166666666666667
2345,0.26666666666666666
3036,0.21666666666666667
6415,0.18333333333333335
3533,0.1
