,Score
3443,3.9499999999999997
2303,3.8333333333333335
2883,3.8
2454,3.6666666666666665
1303,3.65
2884,3.6333333333333337
3017,3.6166666666666667
2449,3.55
2887,3.5166666666666666
2892,3.4
6505,3.3333333333333335
2890,3.2333333333333334
3044,3.1500000000000004
2881,3.066666666666667
1326,2.916666666666667
2834,2.8833333333333333
2882,2.8166666666666664
2360,2.6666666666666665
1301,2.666666666666666
2885,2.65
2377,2.6166666666666667
2301,2.5166666666666666
2886,2.4833333333333334
6770,2.4333333333333336
2395,2.3
3711,2.2666666666666666
2891,2.1666666666666665
3231,2.1000000000000005
2412,2.1
2382,2.05
2357,1.9666666666666668
3034,1.8
6239,1.7166666666666668
2408,1.6333333333333333
2404,1.6333333333333333
2376,1.6333333333333333
2379,1.6
2368,1.5666666666666667
6669,1.5333333333333332
2615,1.4333333333333331
2330,1.4166666666666665
1519,1.3333333333333333
3481,1.3000000000000003
2317,1.2333333333333334
3036,1.2166666666666666
2344,1.1
2609,1.05
2603,1.0333333333333332
3533,0.8500000000000001
1101,0.8333333333333333
2308,0.8
2327,0.7666666666666667
6415,0.7333333333333334
2324,0.7
2634,0.55
3661,0.5166666666666667
3037,0.48333333333333334
2345,0.23333333333333334
2383,0.18333333333333335
6446,0.11666666666666667
