Date,Equity
2024-05-17,197286.27543287445
2024-05-20,195820.64434846127
2024-05-21,193091.9903434234
2024-05-22,195418.87723801614
2024-05-23,196580.7602458767
2024-05-24,199615.98255413485
2024-05-27,203635.9268287858
2024-05-28,205697.94426078533
2024-05-29,203223.47442314101
2024-05-30,202198.72608769865
2024-05-31,196723.43135450635
2024-06-03,199389.79352662922
2024-06-04,197861.20570716518
2024-06-05,202827.781422003
2024-06-06,206211.50760437603
2024-06-07,207512.4109143706
2024-06-11,201455.07165667304
2024-06-12,198823.73471552358
2024-06-13,202961.20281558076
2024-06-14,208504.44378416846
2024-06-17,206796.38710219474
2024-06-18,208664.67371130944
2024-06-19,208677.6523862281
2024-06-20,212946.39376412012
2024-06-21,212619.19422097877
2024-06-24,206938.4163441479
2024-06-25,208044.43619188134
2024-06-26,207778.71587153297
2024-06-27,205545.3539729899
2024-06-28,208257.4653147841
2024-07-01,206668.58379721805
2024-07-02,204260.59802041377
2024-07-03,207105.4614524472
2024-07-04,209161.26397247656
2024-07-05,208686.07358733946
2024-07-08,215270.59079591843
2024-07-09,217087.0670735672
2024-07-10,218562.4207845167
2024-07-11,218560.12744233207
2024-07-12,214546.6818422492
2024-07-15,214802.91256822535
2024-07-16,215498.00981705158
2024-07-17,215717.90578947542
2024-07-18,209219.25525079266
2024-07-19,206441.9620112587
2024-07-22,195580.54511709348
2024-07-23,199654.69477033376
2024-07-26,195965.17551863875
2024-07-29,194179.79014315605
2024-07-30,195780.23361373818
2024-07-31,195948.16203235523
2024-08-01,197490.8890917876
2024-08-02,193033.51885168822
2024-08-05,186188.87636256285
2024-08-06,186482.9422703103
2024-08-07,187996.2974235462
2024-08-08,187388.7404293951
2024-08-09,188443.32790602205
2024-08-12,188782.28320743123
2024-08-13,188795.5504107622
2024-08-14,188756.34567912997
2024-08-15,188843.17893773274
2024-08-16,188948.9575505212
2024-08-19,188865.7375803865
2024-08-20,188806.58790269404
2024-08-21,188853.9858514577
2024-08-22,188842.45757637022
2024-08-23,188876.00853451865
2024-08-26,188310.9035106596
2024-08-27,187674.9406020358
2024-08-28,187572.67453894898
2024-08-29,187347.6215351947
2024-08-30,187650.43038038898
2024-09-02,187053.3318097159
2024-09-03,186091.342342018
2024-09-04,183088.47482863563
2024-09-05,183041.29878981118
2024-09-06,183263.09864769792
2024-09-09,183339.06185010076
2024-09-10,182743.8797802949
2024-09-11,182371.1248800215
2024-09-12,183231.4974155907
2024-09-13,183558.9664729086
2024-09-16,183625.71615839988
2024-09-18,183525.32054677253
2024-09-19,184126.41308371635
2024-09-20,184252.5957572484
2024-09-23,184388.79050203686
2024-09-24,184858.4854070212
2024-09-25,185013.88052294173
2024-09-26,184258.97152828635
2024-09-27,184358.99705159376
2024-09-30,179707.94193304886
2024-10-01,180777.41325042796
2024-10-04,175619.7570103743
2024-10-07,178519.2483357971
2024-10-08,177655.4074855483
2024-10-09,176106.2477942783
2024-10-11,174742.44348779132
2024-10-14,175477.3441744106
2024-10-15,176797.27332859847
2024-10-16,176211.94882010575
2024-10-17,176862.27177968877
2024-10-18,178530.30821774752
2024-10-21,179645.44872546155
2024-10-22,179278.40685506223
2024-10-23,178537.87755921576
2024-10-24,175454.34679789026
2024-10-25,179293.14223396583
2024-10-28,176762.1007900876
2024-10-29,172513.0025066579
2024-10-30,173158.78307212255
2024-11-01,175535.2936270211
2024-11-04,176080.27319228568
2024-11-05,178000.44296381174
2024-11-06,181182.3104317944
2024-11-07,183092.01593524244
2024-11-08,183786.94605682272
2024-11-11,183394.69906324596
2024-11-12,180556.8111856857
2024-11-13,180010.17309687476
2024-11-14,178101.83602348584
2024-11-15,176169.0899985459
2024-11-18,172740.61857898472
2024-11-19,176042.4667097168
2024-11-20,175404.57093780075
2024-11-21,177439.8364075684
2024-11-22,178387.61045770205
2024-11-25,179525.45656157518
2024-11-26,177199.7272884285
2024-11-27,172526.57114922325
2024-11-28,172355.44780971127
2024-11-29,173657.0121826336
2024-12-02,175509.02487514206
2024-12-03,177137.7789909282
2024-12-04,179167.56502362844
2024-12-05,179748.88871504794
2024-12-06,179637.00960487046
2024-12-09,182506.7875436124
2024-12-10,179893.5813692934
2024-12-11,179939.18718919807
2024-12-12,180805.2235114042
2024-12-13,180246.152362959
2024-12-16,179698.07411395578
2024-12-17,180643.39514778042
2024-12-18,180879.32330321212
2024-12-19,180401.56610126956
2024-12-20,177933.57276206932
2024-12-23,179741.50012987643
2024-12-24,176020.31994638825
2024-12-25,177132.66356683057
2024-12-26,178473.2379188601
2024-12-27,181356.74968310457
2024-12-30,179283.24289280313
2024-12-31,180932.03938667552
2025-01-02,177440.41158011125
2025-01-03,177431.65119906387
2025-01-06,177899.56946991704
2025-01-07,178219.93640346162
2025-01-08,177498.62189084382
2025-01-09,173736.9446270926
2025-01-10,173049.5778889268
2025-01-13,167441.2778974156
2025-01-14,169657.5356825195
2025-01-15,168454.21588933456
2025-01-16,169594.91781227503
2025-01-17,170275.1398047955
2025-01-20,171223.54707023493
