,Score
1303,3.933333333333333
3443,3.9
2615,3.8
3017,3.7666666666666666
2368,3.65
6669,3.6
1326,3.566666666666667
2357,3.4666666666666663
2395,3.3833333333333333
3044,3.3833333333333333
2301,3.333333333333334
1301,3.3000000000000003
3661,3.2333333333333334
2408,3.116666666666667
1519,3.05
2603,2.9666666666666663
2883,2.8999999999999995
2887,2.7833333333333337
2881,2.5833333333333335
6505,2.583333333333333
6770,2.5666666666666664
2609,2.55
2449,2.4
2882,2.3833333333333333
2308,2.35
2382,2.333333333333333
2634,2.266666666666667
2454,2.1500000000000004
2344,2.0
2383,1.9166666666666665
2376,1.8833333333333333
2324,1.85
6446,1.8166666666666669
2303,1.8
2377,1.7666666666666668
2892,1.7666666666666668
1101,1.7
6239,1.6333333333333333
3034,1.583333333333333
2884,1.5666666666666664
2330,1.3333333333333333
2360,1.2666666666666666
3037,1.25
3045,1.15
3711,1.0333333333333332
2317,0.9666666666666668
2885,0.9333333333333333
2356,0.9333333333333333
2891,0.9166666666666667
2379,0.9166666666666666
2886,0.8166666666666667
3481,0.8166666666666667
3231,0.75
6285,0.48333333333333334
2327,0.4666666666666666
2404,0.44999999999999996
6415,0.33333333333333337
2345,0.31666666666666665
3036,0.18333333333333335
3533,0.1
