,Score
1303,4.0
6505,3.8499999999999996
2615,3.833333333333333
2884,3.766666666666666
2883,3.6
1326,3.5999999999999996
2887,3.5333333333333337
6669,3.5
2881,3.4166666666666665
2892,3.333333333333333
3443,3.316666666666667
1301,3.166666666666667
2454,3.116666666666667
2609,3.083333333333334
2301,3.0666666666666664
3017,3.033333333333333
2303,2.9333333333333336
2882,2.9
2357,2.833333333333333
2886,2.7333333333333334
2834,2.6999999999999997
2603,2.6666666666666665
2885,2.4833333333333334
3711,2.283333333333333
3044,2.25
2449,2.1833333333333336
2408,2.05
1101,2.0333333333333337
3034,1.9666666666666668
2368,1.95
2382,1.9166666666666665
2412,1.8833333333333333
2344,1.8166666666666667
2891,1.7333333333333332
1519,1.6500000000000001
2330,1.6500000000000001
6770,1.5666666666666667
3037,1.5666666666666664
6239,1.4333333333333333
3661,1.4333333333333331
2634,1.4
2395,1.3833333333333333
2324,1.3166666666666667
3481,1.2833333333333334
2360,1.25
3231,1.2166666666666668
2317,1.1166666666666667
2383,1.0
2379,0.9500000000000001
6446,0.9
2377,0.8666666666666667
2376,0.75
2404,0.6666666666666666
2356,0.5666666666666667
3036,0.4833333333333333
2308,0.35
6415,0.23333333333333334
3533,0.2
2345,0.16666666666666669
2327,0.06666666666666667
