Date,Equity
2023-05-16,200147.83474626672
2023-05-17,200554.2247319521
2023-05-18,202151.54544146368
2023-05-19,202958.7719271739
2023-05-22,202955.1072402423
2023-05-23,203038.27768111872
2023-05-24,203835.30191070662
2023-05-25,204931.38482131023
2023-05-26,205619.6566692319
2023-05-29,207960.87003319335
2023-05-30,205958.01484680257
2023-05-31,206485.61596486394
2023-06-01,208620.4871155531
2023-06-02,209739.69678962347
2023-06-05,209235.28652561625
2023-06-06,207430.54419981665
2023-06-07,210921.69713515928
2023-06-08,204567.4732859541
2023-06-09,212305.81407226773
2023-06-12,209369.85543407963
2023-06-13,214888.9501820787
2023-06-14,218128.9095235828
2023-06-15,225509.12517367626
2023-06-16,225915.89829394247
2023-06-19,224574.25728519825
2023-06-20,223909.17468249868
2023-06-21,227578.0439841836
2023-06-26,223657.3824383152
2023-06-27,212049.97452970155
2023-06-28,211595.0602903116
2023-06-29,216140.13173708442
2023-06-30,221768.7513202184
2023-07-03,230306.83295823509
2023-07-04,240470.96136478253
2023-07-05,235736.95450841862
2023-07-06,233270.61907772132
2023-07-07,229928.90544077585
2023-07-10,231180.95128382265
2023-07-11,240268.02936052144
2023-07-12,249202.9257385158
2023-07-13,253625.03953989586
2023-07-14,259316.4258108058
2023-07-17,263523.17633322673
2023-07-18,254862.64581745578
2023-07-19,246424.88264184192
2023-07-20,252107.0611334911
2023-07-21,264705.5672134282
2023-07-24,271072.38551790523
2023-07-25,266439.9878119806
2023-07-26,263921.48594894283
2023-07-27,264740.1710872145
2023-07-28,267334.59596302727
2023-07-31,247653.26223398943
2023-08-01,240803.80617207993
2023-08-02,219469.57901739355
2023-08-04,221014.35226135145
2023-08-07,235116.12864187086
2023-08-08,233087.7111139395
2023-08-09,231791.69376802753
2023-08-10,218506.30195499636
2023-08-11,222189.84171070682
2023-08-14,218353.43474480454
2023-08-15,223799.50360679044
2023-08-16,227970.5279202246
2023-08-17,230911.33053785507
2023-08-18,225506.39115873715
2023-08-21,225936.25907198986
2023-08-22,228371.61029269506
2023-08-23,229483.44945119298
2023-08-24,230528.8977768023
2023-08-25,228868.06472508312
2023-08-28,228159.556221834
2023-08-29,227803.55044749318
2023-08-30,227335.27572687715
2023-08-31,227376.55531295642
2023-09-01,226924.54093174028
2023-09-04,227112.0356671915
2023-09-05,227307.9610984561
2023-09-06,228556.97026021776
2023-09-07,228699.8381700952
2023-09-08,228533.49570925138
2023-09-11,227087.5669508407
2023-09-12,226924.13024039695
2023-09-13,227247.52134213384
2023-09-14,227943.42178324543
2023-09-15,227168.17954085226
2023-09-18,225773.1037182765
2023-09-19,225242.280675113
2023-09-20,223380.79299538012
2023-09-21,220444.4016155941
2023-09-22,219729.4324553596
2023-09-25,220471.5941444863
2023-09-26,221127.06287761123
2023-09-27,223193.77871394524
2023-09-28,223419.79552348508
2023-10-02,222226.09871142547
2023-10-03,222163.255475389
2023-10-04,222615.1423413878
2023-10-05,224004.82292824294
2023-10-06,225317.49492680203
2023-10-11,224484.0988976763
2023-10-12,223590.80995641023
2023-10-13,223934.92672503387
2023-10-16,223805.87872396677
2023-10-17,222353.47984161327
2023-10-18,219298.14396947532
2023-10-19,219464.331641102
2023-10-20,217860.87501710438
2023-10-23,216065.0810076874
2023-10-24,215608.51899623344
2023-10-25,215544.9041702597
2023-10-26,214128.7931649472
2023-10-27,213952.1939669681
2023-10-30,214866.49160267593
2023-10-31,214058.27284531758
2023-11-01,214313.17201563186
2023-11-02,215237.76859917116
2023-11-03,215607.0960127194
2023-11-06,216891.66268798846
2023-11-07,218118.7731379831
2023-11-08,219156.85441760323
2023-11-09,219385.7163839496
2023-11-10,216276.4209781756
2023-11-13,216139.95431196925
2023-11-14,217076.36167971927
2023-11-15,216189.86531822622
2023-11-16,216257.41002356153
2023-11-17,218326.82212730765
2023-11-20,217847.6770506243
2023-11-21,218120.77925499622
2023-11-22,217875.2546952522
2023-11-23,216281.69885071417
2023-11-24,215660.97574855998
2023-11-27,212545.69760057403
2023-11-28,216623.3591443251
2023-11-29,219235.99240640577
2023-11-30,219728.18570059858
2023-12-01,220196.6589347289
2023-12-04,222748.45579933288
2023-12-05,223042.0365793041
2023-12-06,222317.8095092458
2023-12-07,222893.2816445256
2023-12-08,227148.58001744535
2023-12-11,220914.7462691111
2023-12-12,222113.85641422583
2023-12-13,223593.07546382566
2023-12-14,225445.81514078713
2023-12-15,224501.94072213728
2023-12-18,221801.83690195138
2023-12-19,217508.70329833982
2023-12-20,218073.87951014662
2023-12-21,220136.4458061799
2023-12-22,219523.41194522948
2023-12-25,215726.46175539677
2023-12-26,217094.14629056223
2023-12-27,218910.17700441854
2023-12-28,219117.6562334003
2023-12-29,218333.81413795246
2024-01-02,215822.3780800769
2024-01-03,211693.8785200485
2024-01-04,212084.67058756598
2024-01-05,212340.7773178726
2024-01-08,211431.66538019734
2024-01-09,207188.6954651416
2024-01-10,205542.83211349102
2024-01-11,206051.41538493166
2024-01-12,205568.23726563196
2024-01-15,205686.49233012716
2024-01-16,206524.9445163736
2024-01-17,206686.22149533968
2024-01-18,206531.05785209074
2024-01-19,208107.52395324875
2024-01-22,211343.0117190785
2024-01-23,212497.9431502393
2024-01-24,211259.11395877443
2024-01-25,211195.23523725415
2024-01-26,208066.10358044103
2024-01-29,210299.28975982653
2024-01-30,213471.9285725716
2024-01-31,212893.4176867477
2024-02-01,218256.87859770446
2024-02-02,223422.869767096
2024-02-05,225765.52678128198
2024-02-15,236382.14726115688
2024-02-16,230059.62016060812
2024-02-19,223382.38901130523
2024-02-20,221767.3074862495
2024-02-21,220619.80750900856
2024-02-22,222026.27367884875
2024-02-23,222499.07208358333
2024-02-26,222209.33799792247
2024-02-27,219009.46221286934
2024-02-29,222905.81095116143
2024-03-01,222617.91308826057
2024-03-04,225565.21970825797
2024-03-05,230888.74855932847
2024-03-06,235967.95968199216
2024-03-07,230404.53789605366
2024-03-08,219260.74926376986
2024-03-11,221929.1870692185
2024-03-12,225901.71530416654
2024-03-13,224123.31901878215
2024-03-14,215541.57352962898
2024-03-15,217123.88526439245
2024-03-18,224246.66788978386
2024-03-19,223428.8409530149
2024-03-20,220964.30489650302
2024-03-21,224875.44088584685
2024-03-22,224125.24807638794
2024-03-25,224412.31393679228
2024-03-26,217854.25860425908
2024-03-27,217281.14247066784
2024-03-28,216146.6634160015
2024-03-29,215838.66432703496
2024-04-01,215180.72424330926
2024-04-02,220727.92762729607
2024-04-03,221663.59812736945
2024-04-08,220605.60393174455
2024-04-09,224759.94466386485
2024-04-10,222441.24236915447
2024-04-11,219196.67318325173
2024-04-12,223379.5767511635
2024-04-15,215678.44299510136
2024-04-16,205748.32058404695
2024-04-17,213280.92685071364
2024-04-18,216086.54959687556
2024-04-19,207538.4500182662
2024-04-22,200901.458862742
2024-04-23,201196.27395475106
2024-04-24,204338.78234911745
2024-04-25,203150.34289826264
2024-04-26,204671.54894323158
2024-04-29,205275.97775893012
2024-04-30,204011.82136522236
2024-05-02,202944.0198920052
2024-05-03,202202.47369218865
2024-05-06,201745.1633756048
2024-05-07,201989.10755408867
2024-05-08,201228.81078022555
2024-05-09,200496.23805245725
2024-05-10,201278.43973801023
2024-05-13,202641.927603567
2024-05-14,202252.39761450834
2024-05-15,203101.25162083795
2024-05-16,209352.5944496101
2024-05-17,206052.36733909854
2024-05-20,203910.3995500665
2024-05-21,200933.15016456792
2024-05-22,202488.81896347148
2024-05-23,202802.69490136314
2024-05-24,206498.75195542575
2024-05-27,211715.40076768986
2024-05-28,215234.21415934464
2024-05-29,211917.52992022003
2024-05-30,210230.57856814307
2024-05-31,202278.70370957276
2024-06-03,203354.56662624792
2024-06-04,199717.73395666666
2024-06-05,202010.71064896663
2024-06-06,202744.08731762326
2024-06-07,204278.15866168484
2024-06-11,192696.92984237167
2024-06-12,190277.56768826282
2024-06-13,194483.4755955996
2024-06-14,197776.91591453098
2024-06-17,195884.67114426987
2024-06-18,198078.57736243313
2024-06-19,198081.06298592107
2024-06-20,200909.48252120457
2024-06-21,200308.9411154099
2024-06-24,196566.76074146424
2024-06-25,197326.0893551175
2024-06-26,197490.88036982127
2024-06-27,198388.1249542846
2024-06-28,199204.1399322469
2024-07-01,198628.86820118816
2024-07-02,196606.50812203667
2024-07-03,198535.3505132516
2024-07-04,200143.95941226452
2024-07-05,199433.51660896605
2024-07-08,203240.05153341423
2024-07-09,204363.61324486407
2024-07-10,206951.79752073615
2024-07-11,207485.77346264865
2024-07-12,201160.85625671473
2024-07-15,202736.4119159008
2024-07-16,202521.44879859601
2024-07-17,202406.5612863202
2024-07-18,196988.03114837006
2024-07-19,192358.87636319452
2024-07-22,183401.58977395348
2024-07-23,185000.19620956888
2024-07-26,183682.75840713587
2024-07-29,182413.8988653476
2024-07-30,183120.72817196674
2024-07-31,183070.47322515986
2024-08-01,183886.26097462844
2024-08-02,180919.82592587333
2024-08-05,177282.2940435603
2024-08-06,177357.48148520815
2024-08-07,177519.76072836644
2024-08-08,177337.64424498522
2024-08-09,177657.39175993536
2024-08-12,177877.02480537625
2024-08-13,177915.97365463877
2024-08-14,177858.2314525004
2024-08-15,178784.89262356242
2024-08-16,178862.90049636737
2024-08-19,178688.05141411518
2024-08-20,178960.58283152472
2024-08-21,178703.0265356893
2024-08-22,178709.19896463686
2024-08-23,178476.81300279178
2024-08-26,178930.99853305388
2024-08-27,178298.73019577988
2024-08-28,178815.14375619285
2024-08-29,178279.5453044835
2024-08-30,178246.70048841945
2024-09-02,177792.3415471039
